date,hardware
2017-02-01 16:01:35,s5
2017-02-01 16:01:35,heatsinks
2017-02-01 21:12:57,sp31
2017-02-01 21:12:57,sp35
2017-02-02 00:29:29,antminer s5
2017-02-02 00:29:29,asics
2017-02-02 00:29:29,750w server psu kits
2017-02-02 00:29:29,arduino
2017-02-02 00:29:29,y splitter
2017-02-02 00:29:29,600 watt power supply
2017-02-02 00:29:29,gpu
2017-02-02 00:29:29,multimeter
2017-02-02 02:36:19,antminer r4 8.7ths
2017-02-03 06:39:24,fiber backbone
2017-02-03 06:39:24,excede sat connection
2017-02-05 01:05:11,yellow top optimas
2017-02-05 01:05:11,tesla
2017-02-05 01:05:11,ac inverter
2017-02-05 01:05:11,kinetic battery optimizer
2017-02-05 01:05:11,dc-panels
2017-02-05 01:05:11,giant 12v power supplies
2017-02-05 07:23:13,antminers
2017-02-05 14:16:57,fan
2017-02-05 14:16:57,apple airport extreme
2017-02-05 14:16:57,antminer s7
2017-02-05 20:35:58,blade
2017-02-05 20:35:58,antminer s9
2017-02-06 05:39:50,current meters
2017-02-06 14:33:41,antminer r4 8.7ths
2017-02-06 18:53:58,s9
2017-02-06 20:11:17,miners
2017-02-06 20:11:17,laptop
2017-02-06 20:11:17,pi-hole
2017-02-06 20:11:17,cell phones
2017-02-06 20:11:17,kodi box
2017-02-06 20:11:17,antminer s3
2017-02-06 21:05:41,spondoolies sp20e
2017-02-08 02:23:15,1500 watt psu
2017-02-08 04:23:37,asic
2017-02-08 04:23:37,stud hub with 2x usb2
2017-02-08 04:23:37,silver heatsink
2017-02-08 04:23:37,blank frontside pcb
2017-02-08 04:23:37,cut-to-length heatsinks
2017-02-08 04:23:37,compac
2017-02-08 04:23:37,twopac miner
2017-02-08 04:23:37,gpu
2017-02-08 04:23:37,usb y cable
2017-02-08 07:19:49,black arrow 28nm 100ghash bitcoin asic
2017-02-08 15:08:01,antminer t9
2017-02-09 00:23:09,antminer s9
2017-02-09 13:03:00,avalon 741
2017-02-09 13:03:00,bitminer r4
2017-02-09 16:49:52,psu
2017-02-09 16:49:52,antminer s7
2017-02-09 19:32:47,antminer s7
2017-02-09 19:32:47,router
2017-02-09 23:54:03,2x15amp breaker
2017-02-09 23:54:03,30 amp pdus
2017-02-09 23:54:03,s9 r4 avalon 721
2017-02-09 23:54:03,30 amp circuits
2017-02-09 23:54:03,32 slot 150 amp box
2017-02-09 23:54:03,4 gpus
2017-02-09 23:54:03,1x20amp breaker
2017-02-09 23:54:03,rigs
2017-02-09 23:54:03,100amp box
2017-02-10 15:48:31,prospero x-3
2017-02-10 19:34:06,alt coin gpu miner
2017-02-10 19:34:06,bitmine coincraft a1 5 card with a1 chips rig
2017-02-11 15:26:22,s9 controller
2017-02-11 15:26:22,s9 hashblade
2017-02-11 15:26:22,bitmain antminers
2017-02-11 15:26:22,s9 board
2017-02-11 16:17:13,antminer r4 8.7th/s
2017-02-11 16:17:13,control board
2017-02-11 16:17:13,vrm chip
2017-02-11 16:17:13,pcie
2017-02-11 20:23:06,rpi3
2017-02-11 20:23:06,128gb sd card
2017-02-11 20:23:06,antminer u2
2017-02-11 20:23:06,gridseed 5-chip gc3355 asic
2017-02-11 20:23:06,geccoscience compaq
2017-02-12 09:48:27,750 golds
2017-02-13 00:50:39,compac stick
2017-02-13 21:09:09,1000 asic miners
2017-02-13 21:49:00,bitcoin core based wallet
2017-02-14 04:55:20,psu silverstone 1500 watt
2017-02-14 04:55:20,antminer s7
2017-02-14 17:14:03,s9
2017-02-14 19:56:31,netgear 48 port switches
2017-02-14 19:56:31,cat-5 cabling
2017-02-14 19:56:31,asic/gpu
2017-02-14 19:56:31,dsl line
2017-02-15 23:27:51,avalonminer 721
2017-02-16 03:42:12,extra equipment
2017-02-17 05:20:52,antrouter r1
2017-02-17 11:20:36,antminer u2
2017-02-17 11:20:36,rasberry pi
2017-02-17 17:18:46,sp20
2017-02-17 17:18:46,psu
2017-02-17 17:18:46,antminer s5
2017-02-17 17:18:46,innosilicon a2
2017-02-17 17:32:23,s5 controller
2017-02-17 17:32:23,grindseed
2017-02-17 17:32:23,twister storm
2017-02-17 17:32:23,slip stream
2017-02-17 17:38:31,afb
2017-02-17 17:38:31,delta qfr1212ghe
2017-02-17 17:38:31,s7 miners
2017-02-18 01:18:34,r4 antminer
2017-02-18 01:18:34,boards
2017-02-18 04:34:52,antminer r4 7.5th
2017-02-18 04:34:52,boards
2017-02-18 04:34:52,processing cards
2017-02-20 08:27:59,crimp press
2017-02-20 08:27:59,16 awg pvc coated wire
2017-02-20 08:27:59,automated cutting/stripping machine
2017-02-20 20:40:39,sp30
2017-02-20 23:28:46,avalon 721
2017-02-22 07:19:30,spondoolies sp20 jackson
2017-02-22 07:32:08,antminer r4 batch 6
2017-02-22 07:32:08,board
2017-02-22 07:32:08,cable
2017-02-22 07:32:08,controller circuit board
2017-02-22 07:32:08,power cables
2017-02-22 07:32:08,r4b6
2017-02-22 07:32:08,second board
2017-02-22 07:32:08,io
2017-02-22 07:40:43,s9 13.5 th/s (1300w)
2017-02-22 08:33:55,breakout board adapter
2017-02-22 08:33:55,6 pin connectors
2017-02-22 08:33:55,1200 watt hp power supply
2017-02-22 08:33:55,s5 ant miner
2017-02-22 09:24:09,s7
2017-02-22 17:21:05,anker 3.0 usb hubs
2017-02-22 17:21:05,mac
2017-02-22 17:21:05,anker hubs
2017-02-22 17:21:05,usb asic miners
2017-02-22 17:21:05,mac book
2017-02-22 17:21:05,new mac desktop
2017-02-23 03:38:56,s7ln
2017-02-23 03:38:56,s9
2017-02-24 06:43:33,s9
2017-02-24 06:43:33,miner r4
2017-02-24 06:43:33,air filters
2017-02-24 06:43:33,vornado fans
2017-02-24 06:43:33,r6 insulated vents
2017-02-24 06:43:33,generic mesh
2017-02-24 18:24:49,s3
2017-02-24 18:24:49,s4
2017-02-24 18:24:49,acoustic ducting
2017-02-24 21:50:43,router
2017-02-24 21:50:43,netgear switch
2017-02-24 21:50:43,dd-wrt netgear nighthawk router
2017-02-24 21:50:43,s9
2017-02-24 21:50:43,altera socfpga
2017-02-25 02:13:44,antminer s3
2017-02-25 21:49:18,router
2017-02-25 21:49:18,antminer s7
2017-02-25 21:49:18,bitmain apw3 psu
2017-02-25 21:49:18,powerline adapter
2017-02-25 21:49:18,modem
2017-02-26 15:46:12,160ths
2017-02-26 15:46:12,14ghs
2017-02-26 15:46:12,61 th/s
2017-02-26 15:46:12,lottery sticks
2017-02-26 15:46:12,208ths
2017-02-26 22:01:28,hash board
2017-02-26 22:01:28,controller
2017-02-26 22:01:28,antminer s9 batch 17
2017-02-26 22:01:28,s9 miners
2017-02-27 04:18:08,g black
2017-02-27 04:18:08,antminer u3
2017-02-27 04:18:08,gridseed device
2017-02-27 04:18:08,zeus miners
2017-02-28 00:48:04,miners
2017-02-28 10:14:59,antminer s7
2017-02-28 10:14:59,pc
2017-02-28 12:16:14,antminer s1
2017-03-01 01:06:21,antminer s5
2017-03-01 01:06:21,antminer s4+
2017-03-01 01:06:21,antminer s7
2017-03-01 19:31:31,cta 1
2017-03-01 19:31:31,cointerra terraminer iv
2017-03-01 19:31:31,cta 0
2017-03-02 11:20:22,zedboard
2017-03-02 11:20:22,fpga
2017-03-02 11:20:22,arm
2017-03-02 11:20:22,python code
2017-03-02 14:23:45,r4
2017-03-02 14:23:45,s7ln
2017-03-02 14:23:45,s7
2017-03-03 05:12:50,s9
2017-03-03 05:12:50,router
2017-03-03 05:12:50,umts stick
2017-03-03 05:12:50,antminer s5
2017-03-03 05:12:50,s7
2017-03-03 17:10:34,antminer s7
2017-03-03 18:03:09,silverstone
2017-03-03 18:03:09,twister storm from enermax
2017-03-03 23:20:55,microsd
2017-03-03 23:20:55,dragon miners
2017-03-03 23:20:55,terraminer iv
2017-03-03 23:20:55,sp20
2017-03-03 23:20:55,pci-e plugs
2017-03-03 23:20:55,sp20es
2017-03-03 23:20:55,cointerra boxes
2017-03-04 03:19:53,evga 1300 g2
2017-03-04 03:19:53,bitmain antminer s3
2017-03-04 03:19:53,s1
2017-03-04 07:55:41,antminer s7
2017-03-05 15:38:28,antminer s9
2017-03-05 15:38:28,hash-board
2017-03-05 15:38:28,asics
2017-03-05 20:16:30,antminer s5
2017-03-06 22:29:30,x550z
2017-03-06 22:29:30,old laptop
2017-03-06 22:29:30,asic miners
2017-03-06 22:29:30,pi 3
2017-03-06 23:05:41,1875 watts socket
2017-03-06 23:05:41,zeusminer
2017-03-07 06:55:22,armory
2017-03-07 06:55:22,guiminer
2017-03-07 10:54:46,antminer s5 batch 4
2017-03-07 10:54:46,psu fractal design newton r3 80plus platinum
2017-03-07 21:49:32,controller
2017-03-07 21:49:32,micro sd card
2017-03-08 01:58:13,dps power supply
2017-03-08 01:58:13,breakout board
2017-03-08 01:58:13,miner
2017-03-08 01:58:13,psu
2017-03-08 22:58:43,ibm 2980w platinum psu
2017-03-08 22:58:43,antminer t9
2017-03-08 22:58:43,antminer s7 1600w psu
2017-03-08 23:07:14,power adapter
2017-03-08 23:07:14,usb hub
2017-03-08 23:07:14,asic block erupters
2017-03-09 03:52:07,antminer s7
2017-03-09 04:03:18,antminer s4
2017-03-09 22:19:30,router
2017-03-09 22:19:30,s5 antminer
2017-03-10 06:41:49,antminer s7
2017-03-10 06:41:49,controller
2017-03-11 10:39:27,antminer s9 13.5th/s
2017-03-11 10:39:27,firmware from bitmain
2017-03-11 10:39:27,internet services
2017-03-11 10:39:27,power supplies
2017-03-11 11:53:16,heat sinks
2017-03-11 11:53:16,antminer s9
2017-03-11 12:01:20,ant miner r4 control board
2017-03-11 20:34:41,antminer s7
2017-03-11 21:25:39,s9 non-autotune 550mhz hash board
2017-03-11 21:25:39,s9 hash board
2017-03-12 06:16:58,twister storm
2017-03-12 06:16:58,sp20e
2017-03-12 06:16:58,s5
2017-03-12 06:16:58,s9
2017-03-12 06:16:58,apw3-12-1600-b2 psu
2017-03-12 06:16:58,antminer s7
2017-03-12 18:10:33,s7 chip
2017-03-13 00:51:55,spindoolie
2017-03-13 00:51:55,avalon a7
2017-03-13 00:51:55,antminers
2017-03-13 03:37:41,sp31
2017-03-13 10:53:10,miner 336 mh/s
2017-03-13 10:53:10,4 connections powered usb hub
2017-03-13 10:53:10,red fury
2017-03-14 13:11:21,apw3-12-1600-b2 power supply
2017-03-14 13:11:21,psu
2017-03-14 13:11:21,antminer
2017-03-14 13:11:21,s7
2017-03-14 13:11:21,s9
2017-03-15 00:24:15,antminer s4
2017-03-15 04:36:51,antminer r4
2017-03-15 16:16:16,2xbm1384 stick
2017-03-15 19:24:26,blackarrow prospero x-1
2017-03-15 20:46:39,mining setup
2017-03-15 20:46:39,mac
2017-03-15 21:22:18,blackarrow prospero x-1
2017-03-16 22:55:38,lcds
2017-03-16 22:55:38,prospero x3
2017-03-17 19:56:48,55nm bitfury chips
2017-03-17 19:56:48,pcbs
2017-03-17 19:56:48,transistor current limiter
2017-03-18 16:47:59,hashing board
2017-03-18 16:47:59,power supply
2017-03-18 16:47:59,antminer
2017-03-19 20:33:16,blue cable
2017-03-19 20:33:16,back fan
2017-03-19 20:33:16,front fan
2017-03-19 20:33:16,antminer s9
2017-03-20 15:14:00,dell metered rack power distribution unit pdu h534n 200-240vac
2017-03-20 15:14:00,sub panel
2017-03-20 15:14:00,open air aluminum cases
2017-03-20 15:16:47,antminer s4
2017-03-21 00:47:30,antminer s9 11.85
2017-03-21 00:47:30,hash board
2017-03-21 05:42:03,s9 hash board
2017-03-21 05:42:03,pandaminer
2017-03-21 05:42:03,gpu
2017-03-21 11:07:54,s9 batch-17
2017-03-21 15:44:18,dps-800
2017-03-21 15:44:18,cables
2017-03-21 15:44:18,breakout board
2017-03-21 15:44:18,evga750
2017-03-21 15:59:45,antminer s9 11.85i
2017-03-21 15:59:45,hash board
2017-03-21 16:15:23,miners
2017-03-21 21:31:21,psus
2017-03-21 21:31:21,data leads
2017-03-21 21:31:21,reset unit
2017-03-21 21:31:21,hash board
2017-03-21 21:31:21,antminer s5+
2017-03-21 22:31:38,s9 controller board
2017-03-21 22:31:38,r4 ribbon cables
2017-03-21 22:31:38,s9 control board
2017-03-21 22:31:38,r4 control board
2017-03-21 22:31:38,r4 controller board
2017-03-21 22:31:38,s9 firmware
2017-03-21 22:31:38,s9 firmware
2017-03-22 20:14:27,antminer s7
2017-03-22 20:14:27,controller
2017-03-22 20:14:27,asic
2017-03-22 20:14:27,electrolytic capacitors
2017-03-22 20:14:27,power supplies
2017-03-22 23:10:23,psu
2017-03-22 23:10:23,antminer s7
2017-03-23 16:56:25,sketchup
2017-03-23 20:15:47,antminer s7
2017-03-23 20:15:47,psu
2017-03-23 20:15:47,ibm 2kw supplies
2017-03-23 20:15:47,pcie plugs
2017-03-23 22:28:48,antminer 7
2017-03-26 17:45:46,hashboard
2017-03-26 17:45:46,antminer s9
2017-03-26 19:57:34,zeus falcons
2017-03-26 20:00:07,7 3930k
2017-03-26 20:00:07,geforce gtx 680
2017-03-26 20:03:38,intel core i3
2017-03-26 20:03:38,802.11n network connection to adsl/2 internet
2017-03-26 20:03:38,gekkoscience bm1384
2017-03-26 20:03:38,orico powered usb hub
2017-03-26 20:03:38,16gb ram
2017-03-26 20:03:38,ssd
2017-03-26 20:03:38,hdd
2017-03-27 06:38:08,dual xeon server
2017-03-27 06:38:08,avalon 4.1 miner
2017-03-27 06:38:08,raspberry pi 3
2017-03-27 06:38:08,raspberry pi zero
2017-03-27 06:38:08,pc
2017-03-27 06:38:08,server
2017-03-28 01:48:08,r4
2017-03-28 01:48:08,s9
2017-03-28 20:03:31,usb hubs
2017-03-28 20:03:31,10 usb hub
2017-03-29 04:35:48,spondoolies-tech sp10 miner
2017-03-29 04:35:48,bitfury hardware
2017-03-29 10:07:44,a2 terminator 110mhz/s 6 boards
2017-03-29 10:07:44,raspberry pi model b
2017-03-29 10:07:44,raspberry pi model b - made in uk board
2017-03-31 04:36:06,compacs
2017-03-31 04:36:06,2pacs
2017-03-31 04:36:06,s5 boards
2017-03-31 13:56:35,microsoft edge
2017-03-31 13:56:35,paper clip
2017-03-31 13:56:35,google chrome browser
2017-03-31 13:56:35,hashing boards
2017-03-31 13:56:35,controllers
2017-03-31 13:56:35,antminer s9
2017-03-31 13:56:35,13.0 th
2017-03-31 13:56:35,opera
2017-03-31 13:56:35,firefox
2017-03-31 20:13:37,13 pcs
2017-03-31 20:13:37,3g cell connection
2017-03-31 20:13:37,exede sat connection
2017-03-31 20:13:37,mining rigs
2017-03-31 20:13:37,gpu-based
2017-03-31 20:13:37,asic based
2017-04-01 02:25:11,antminer s1
2017-04-01 02:25:11,gridseed 80s
2017-04-01 14:56:09,power supply
2017-04-01 14:56:09,ant miner s9
2017-04-01 14:56:09,router
2017-04-01 14:56:09,s3
2017-04-01 14:56:09,power bar
2017-04-01 14:56:09,1600w psu
2017-04-01 15:20:36,1500 w psu
2017-04-01 15:20:36,2kva
2017-04-02 05:35:38,s3
2017-04-02 05:35:38,a2 miners
2017-04-02 05:35:38,antminer s3
2017-04-02 05:35:38,antminer s3 bath 8
2017-04-02 07:31:29,fan
2017-04-02 07:31:29,hash board
2017-04-02 07:31:29,temp detector
2017-04-02 07:31:29,fan3 connector
2017-04-02 07:31:29,miner s7
2017-04-03 11:24:28,8gb memory
2017-04-03 11:24:28,4gb memory
2017-04-03 11:24:28,gpus
2017-04-03 11:24:28,256 btc mining gear
2017-04-03 13:54:07,r4
2017-04-03 13:54:07,evga-1000 g3 psu
2017-04-03 13:54:07,pci connector
2017-04-03 13:54:07,pcie cables
2017-04-03 13:54:07,butterfly labs gear
2017-04-03 13:54:07,data socket and cable
2017-04-03 13:54:07,data connector
2017-04-03 13:54:07,sockets/pins
2017-04-03 13:54:07,hashing board
2017-04-03 13:54:07,power and data cables
2017-04-03 17:48:36,s9 hash card
2017-04-03 17:48:36,miner
2017-04-03 17:48:36,heat sinks
2017-04-03 17:48:36,power supplies
2017-04-03 17:48:36,controller card
2017-04-03 17:48:36,cable
2017-04-03 17:48:36,blade
2017-04-03 17:48:36,buck inverter
2017-04-03 20:23:49,antminer s9
2017-04-03 20:23:49,bitmain psu
2017-04-04 06:43:52,s9
2017-04-04 07:14:39,pcie
2017-04-04 07:14:39,pcie
2017-04-04 07:14:39,enermax revolution 87+ 1000w
2017-04-04 13:32:21,huawei e353 3g usb dongle
2017-04-04 13:32:21,tp-link tl-mr3420 router
2017-04-04 13:32:21,virgin mobile 3g connection
2017-04-04 13:32:21,win machine
2017-04-04 13:32:21,linux machine
2017-04-04 13:32:21,mining rigs
2017-04-04 17:15:15,evga g2 cables
2017-04-04 17:15:15,cooler master v1000 / 1000w
2017-04-04 17:15:15,cougar cmx1200 cgr b2-1200cm 1200w
2017-04-04 17:15:15,evga 1600
2017-04-04 17:15:15,hec cougar cmx 1000w psu
2017-04-04 17:15:15,cooler master extreme power plus 500w
2017-04-04 21:56:17,anakart
2017-04-04 21:56:17,msi z77a-g45
2017-04-05 07:24:41,transformator
2017-04-05 07:24:41,cables
2017-04-05 21:21:14,6 boards
2017-04-05 21:21:14,enhanced firmware
2017-04-05 21:21:14,1.5th dragon miner
2017-04-05 21:21:14,fans
2017-04-06 16:50:53,antminer s7
2017-04-06 16:50:53,asic
2017-04-06 17:54:56,8g kingston card
2017-04-07 07:00:38,amt's 510gh/s unit
2017-04-07 07:00:38,t1
2017-04-07 07:00:38,1.2th/s rigs
2017-04-07 07:11:44,s7
2017-04-07 07:11:44,control board
2017-04-07 07:11:44,s2
2017-04-07 07:11:44,750's
2017-04-07 07:11:44,psu
2017-04-07 15:08:31,bitmain boards
2017-04-07 15:08:31,compac / 2pac
2017-04-07 15:08:31,eruptors
2017-04-07 15:08:31,kis3r33 modules
2017-04-07 16:56:42,bitmain apw3+ psu
2017-04-08 08:43:37,pci-e
2017-04-08 08:43:37,controller board
2017-04-08 08:43:37,server psu
2017-04-08 08:43:37,control board
2017-04-08 08:43:37,hash blade
2017-04-08 08:43:37,antminer s7
2017-04-08 08:43:37,controller cable
2017-04-08 08:43:37,demo s-5
2017-04-08 20:14:54,60 th small mine
2017-04-08 20:14:54,s7
2017-04-08 20:14:54,hash board
2017-04-08 20:38:58,2 card amd
2017-04-08 20:38:58,s9
2017-04-08 20:59:56,silicon drivers
2017-04-08 23:02:51,antminer s7
2017-04-09 11:05:12,dual core pcs
2017-04-09 11:05:12,psu
2017-04-09 18:53:02,fans
2017-04-09 18:53:02,miner
2017-04-09 18:53:02,s7
2017-04-09 19:04:36,s9 antminer
2017-04-09 19:04:36,temp chip for antminer s9 #1
2017-04-09 19:04:36,temp chip for antminer s9 #2
2017-04-09 19:04:36,heatsinks
2017-04-11 00:03:01,ant s4
2017-04-11 00:03:01,s2
2017-04-11 00:03:01,mobileminer
2017-04-11 00:03:01,sp20
2017-04-11 00:03:01,s3
2017-04-11 00:03:01,antminer alert
2017-04-11 12:39:03,bitmain antminer s9
2017-04-13 04:28:46,s9
2017-04-14 14:04:02,boards
2017-04-14 14:04:02,fans
2017-04-14 14:04:02,connections
2017-04-14 14:04:02,power supplies
2017-04-14 14:04:02,s9 miners
2017-04-14 22:52:45,240v 50amp pdus
2017-04-14 22:52:45,240v circuits
2017-04-14 22:52:45,titans
2017-04-14 22:52:45,ammeter
2017-04-14 23:19:59,bitmain's 1600watt psu
2017-04-14 23:19:59,pci-e connectors
2017-04-14 23:19:59,antminer s7
2017-04-14 23:19:59,bitmain psu
2017-04-14 23:19:59,hashboard
2017-04-15 07:27:35,hashboards
2017-04-15 07:27:35,control board
2017-04-15 07:27:35,power leads
2017-04-15 07:27:35,psu
2017-04-15 07:27:35,antminer s9
2017-04-15 11:08:44,antminer s2
2017-04-15 11:08:44,boards 6-10
2017-04-15 11:08:44,control board
2017-04-15 11:37:20,x5 upgrade kit
2017-04-15 11:37:20,x6 unit
2017-04-15 11:37:20,ebit e9
2017-04-15 22:27:28,computer
2017-04-15 22:27:28,sd card
2017-04-15 23:17:08,spondooliestech sp20
2017-04-17 12:42:59,pc
2017-04-17 12:42:59,router
2017-04-17 12:42:59,s9
2017-04-17 13:39:18,miner
2017-04-17 13:39:18,board
2017-04-17 13:39:18,chip
2017-04-17 13:39:18,s9
2017-04-17 13:39:18,pcie jacks
2017-04-18 09:31:00,cgminer
2017-04-18 09:31:00,debian linux
2017-04-18 15:31:13,cgminer
2017-04-18 18:42:13,cointerra terraminer iv (june 2014)
2017-04-18 23:14:47,s7
2017-04-19 14:33:05,2x twinfury
2017-04-20 02:25:07,2pac
2017-04-20 02:25:07,compac
2017-04-20 02:25:07,pine64
2017-04-20 02:25:07,49 port hub
2017-04-20 02:25:07,silver usb 2 stud hub
2017-04-20 02:25:07,2 to 1 usb boards
2017-04-20 02:25:07,win 10 lenovo m700
2017-04-20 02:25:07,1 pac
2017-04-20 02:25:07,usb 3
2017-04-20 02:25:07,usb 2
2017-04-20 02:25:07,2 pac
2017-04-20 02:25:07,silver i
2017-04-20 02:25:07,stud hub from klintay
2017-04-20 16:22:11,usb dongle
2017-04-20 16:22:11,sd card
2017-04-20 16:22:11,power adapter
2017-04-20 16:22:11,power bricks
2017-04-20 16:22:11,samsung
2017-04-20 16:22:11,ethernet cable
2017-04-20 16:22:11,raspberry pi
2017-04-20 16:22:11,psu
2017-04-20 17:54:56,fan
2017-04-20 17:54:56,ps
2017-04-20 17:54:56,freq
2017-04-20 17:54:56,s7
2017-04-20 23:37:21,evga supernova p2
2017-04-20 23:37:21,t9
2017-04-20 23:37:21,s9
2017-04-20 23:37:21,rosewill hercules 1600w
2017-04-20 23:37:21,evga supernova g2
2017-04-20 23:37:21,r4
2017-04-20 23:37:21,lepa 1600w psu
2017-04-20 23:37:21,antminer s7
2017-04-21 00:47:46,little shitty fans
2017-04-21 00:47:46,ac squirrel cage fans
2017-04-21 02:04:42,450 cfm blower
2017-04-21 02:04:42,450 cfm inline blower
2017-04-21 02:04:42,"10""x6"" duct"
2017-04-21 02:04:42,antminers
2017-04-21 02:04:42,290 cfm exhaust fan
2017-04-21 02:04:42,foam insulation
2017-04-21 02:04:42,50 mil noico sound mat
2017-04-21 02:04:42,chamber
2017-04-21 02:04:42,"6"" ducts"
2017-04-21 02:04:42,quiet bathroom fan - panasonic-fv-30vq3
2017-04-21 23:57:50,antminer s4
2017-04-21 23:57:50,sd card
2017-04-22 02:38:49,20 inch box fans
2017-04-22 02:38:49,"12"" flex duct"
2017-04-22 02:38:49,pressure blower
2017-04-22 02:38:49,central hvac fan
2017-04-22 02:38:49,s9 antminers
2017-04-22 10:21:16,amd athlon ii x4 640 processor 3.0 ghz
2017-04-22 10:21:16,4 gb ram
2017-04-23 01:04:48,s9
2017-04-23 01:04:48,10000 btu window mount
2017-04-23 01:04:48,a/c system
2017-04-23 02:10:02,miner
2017-04-23 02:10:02,s7
2017-04-23 02:10:02,2000watt transformer
2017-04-23 02:10:02,3000watts transformer
2017-04-23 04:24:22,spondoolies-tech sp20
2017-04-23 04:24:22,psu
2017-04-24 07:21:41,antminer r4
2017-04-24 07:22:25,antminer r4
2017-04-25 00:56:12,s7 antminer
2017-04-25 00:56:12,psu
2017-04-25 00:56:12,fans
2017-04-25 18:07:41,miners
2017-04-25 18:07:41,power supplies
2017-04-26 15:26:31,antminer s9 13.5 th/s
2017-04-26 15:26:31,chip
2017-04-26 21:25:40,ibm 2kw psu
2017-04-26 21:25:40,bitmain psu
2017-04-26 21:25:40,bitmain apw1600
2017-04-26 21:25:40,sp20s
2017-04-26 21:25:40,avalon a6 miner
2017-04-26 21:25:40,thermaltake toughpower 1200w gold
2017-04-26 21:25:40,hp dps-1200 power supply
2017-04-28 02:36:59,avalon 741 controller
2017-04-28 06:23:28,antminer s5
2017-04-28 06:23:28,sunon maglev fan
2017-04-28 06:23:28,delta fan
2017-04-28 06:23:28,s7/s9
2017-04-28 06:23:28,2.7a fan
2017-04-28 09:44:19,i5 windows pc
2017-04-28 15:20:08,avalon 741
2017-04-28 23:45:49,controller board
2017-04-28 23:45:49,custom cords
2017-04-28 23:45:49,hash boards
2017-04-28 23:45:49,antminer s5
2017-04-29 02:00:31,solar miner
2017-04-30 08:39:09,antminer s5 1 th/s
2017-04-30 08:39:09,antminer s3+
2017-05-01 02:06:06,antminer t9 12.5 ths
2017-05-01 08:47:02,nicehash miner
2017-05-01 08:47:02,cpu
2017-05-02 21:56:26,amd vaio laptop with integrated radeon
2017-05-03 12:11:10,antminer s9
2017-05-04 18:41:39,2x pcie 6+2
2017-05-04 18:41:39,8-pin cpu jack
2017-05-04 18:41:39,"24"" cable"
2017-05-04 18:41:39,6+2 pin cable
2017-05-04 18:41:39,evga 1600w g2 psu
2017-05-04 18:41:39,8 pin cable
2017-05-04 18:41:39,6 pin cable
2017-05-05 00:36:40,spondoolies sp20e
2017-05-05 14:30:53,antminer s7
2017-05-06 03:56:58,antminer s9
2017-05-06 03:56:58,hashing board
2017-05-06 03:56:58,air conditioner
2017-05-06 05:25:54,desktops
2017-05-06 05:25:54,pc
2017-05-06 05:25:54,laptop
2017-05-06 08:56:17,49 port usb hub
2017-05-06 08:56:17,blue fury usb miners
2017-05-06 16:07:14,hdd 500gb
2017-05-06 16:07:14,asus radeon rx 480
2017-05-06 16:07:14,second power supply
2017-05-06 16:07:14,team ddr3-1600 4gb
2017-05-06 16:07:14,intel celeron g1840
2017-05-06 16:07:14,asrock fatal1ty z97x killer
2017-05-06 16:07:14,gpu
2017-05-06 16:07:14,mining pc
2017-05-06 16:07:14,aerocool vx 800w
2017-05-08 00:20:23,cooling fan
2017-05-08 00:20:23,antminer u3
2017-05-08 00:20:23,92mm 3-pin circle-shaped fan
2017-05-08 03:40:24,center hash board
2017-05-08 03:40:24,heatsink
2017-05-08 03:40:24,chip
2017-05-08 03:40:24,s9
2017-05-08 03:56:39,5 amp cube
2017-05-08 03:56:39,blades
2017-05-08 03:56:39,gridseed bitcoin miner
2017-05-08 03:56:39,round discs models
2017-05-08 03:56:39,12v adapter
2017-05-08 16:46:06,s9 miner
2017-05-08 16:46:06,hash board
2017-05-08 16:46:06,asic
2017-05-08 17:50:49,cat6 cable
2017-05-08 17:50:49,cat5 cables
2017-05-08 17:50:49,modem
2017-05-08 20:46:13,antminer s7
2017-05-08 22:37:14,firewall
2017-05-08 22:37:14,antminer s9
2017-05-09 01:33:58,a741
2017-05-09 01:33:58,t9
2017-05-09 23:17:47,s9s
2017-05-09 23:17:47,asics
2017-05-09 23:17:47,gpus
2017-05-11 00:31:07,antminer
2017-05-11 00:31:07,hashboard
2017-05-11 00:31:07,s9 batch-13 board
2017-05-11 06:46:44,8 units
2017-05-11 17:46:29,asics
2017-05-11 17:46:29,gridseed g-blade
2017-05-11 17:46:29,gekko 2pac
2017-05-12 04:32:40,gpu rig
2017-05-12 04:32:40,apw3-12-1600-b2(10 connector)
2017-05-12 04:32:40,s9s
2017-05-12 04:32:40,s1
2017-05-12 04:32:40,gpu farms
2017-05-12 04:32:40,s-9
2017-05-12 04:32:40,apw3+-12-1600
2017-05-12 04:32:40,antminer t9-11.5th
2017-05-12 04:32:40,psu
2017-05-12 10:08:39,s9
2017-05-12 10:08:39,control board
2017-05-12 10:08:39,s7
2017-05-12 10:08:39,s4
2017-05-13 21:13:12,antminer s3
2017-05-14 07:14:48,s7-ln
2017-05-14 07:14:48,r7
2017-05-14 07:14:48,antminer r4
2017-05-14 15:40:30,s-7
2017-05-14 15:40:30,avalon 6
2017-05-14 15:40:30,sp20s
2017-05-14 15:40:30,s5
2017-05-14 15:40:30,s7 one fan
2017-05-14 15:40:30,s7-f1s
2017-05-15 12:45:26,110/120v server psu's
2017-05-15 12:45:26,evga 1600
2017-05-15 12:45:26,bitmain 240v psu
2017-05-15 12:45:26,14awg thhn pcie cables
