row_index,hardware_name,hardware_index
3913,Antminer S9i,100
3915,ASIC miners,unknown
3916,PCs,unknown
3917,Raspberry Pi,unknown
3918,desktop,unknown
3919,mainboard,unknown
3920,Antminer S9,115
3921,PCI-e connectors,unknown
3922,Antminer S17 Pro,73
3923,control board,unknown
3924,PSU,unknown
3925,Antminer T17+,54
3926,Antminer S17e,55
3927,hash board,unknown
3928,Antminer S9,115
3930,Antminer S9,115
3931,asic S9,115
3932,L3,unknown
3933,Antminer S9,115
3934,Antminer s9,115
3935,hashboards,unknown
3936,miner,unknown
3937,hashboards,unknown
3938,Antminer T17+,54
3939,hashboard,unknown
3940,ASIC,unknown
3941,Antminer T9+,110
3943,GPU,unknown
3944,Antminer T9+,110
3946,control board,unknown
3947,Xinshili Q3 Miner,unknown
3948,hashboard,unknown
3949,miner,unknown
3950,Antminer r4,122
3951,Antminer T17,70
3952,heat sink,unknown
3953,220 plugs,unknown
3954,network connection,unknown
3955,web interface,unknown
3956,firmware,unknown
3958,control board,unknown
3960,Antminer S9,115
3961,Hiveon,unknown
3962,Antminer S9,115
3963,hash board,unknown
3964,eeprom,unknown
3965,Antminer T17 42 TH/s miner,70
3966,ARMv7 Processor,unknown
3967,Xilinx Zynq,unknown
3968,power supply,unknown
3970,A1 Love Core Aisen 24th,unknown
3971,hashboard,unknown
3973,Antminer T17,70
3974,miner,unknown
3975,Antminer S9,115
3976,PSU,unknown
3977,1800W 80 plus Gold rated PSU,unknown
3978,Antminer S9,115
3979,instruction cache,unknown
3980,miner,unknown
3982,control board,unknown
3983,Antminer S19,50
3984,Antminer S17,72
3985,Raspberry Pi,unknown
3987,Laptop,unknown
3988,PC,unknown
3989,F1 Cheetah miner,unknown
3990,Antminer S17,72
3991,Antminer S17,72
3992,Antminer S11,81
3993,t2thm,unknown
3994,Antminer S11,81
3995,Antminer S9,115
3996,t3,unknown
3997,Dragonmint T1,104
3998,Bitmain T9,118
4001,Antminer S9,115
4002,control board,unknown
4003,micoSD,unknown
4004,power supply,unknown
4005,Braiins OS+,unknown
4006,APW3++,unknown
4007,Bitmain S9i,100
4008,card,unknown
4009,aluminum waterblocks,unknown
4010,thermal pads,unknown
4011,thermal paste,unknown
4012,Antminer S9,115
4013,heatsinks,unknown
4014,power supplies,unknown
4015,aluminium slide,unknown
4016,multi-storey sound insulation box,unknown
4017,air baffle,unknown
4018,PSU,unknown
4019,1U of rack space,unknown
4020,1 Gbps port,unknown
4021,Red Hat Enterprise Linux 8,unknown
4022,Intel Gold 16 core,unknown
4023,mining gear,unknown
4024,larger rigs,unknown
4025,U6,unknown
4026,Avalon,unknown
4027,Antminer S17,72
4028,BTC.com software,unknown
4029,Bitmain firmware,unknown
4030,laptop,unknown
4031,phone,unknown
4032,USB miner,unknown
4033,bitcoin core node,unknown
4034,AvalonMiner 1166 Pro,45
4035,RasPi-4,unknown
4036,RasPi-3,unknown
4037,RasPi-2,unknown
4038,RasPi-1,unknown
4039,RasPi-4,unknown
4040,RasPi-3,unknown
4041,RasPi-2,unknown
4042,Raspi-4,unknown
4043,AUC,unknown
4044,Avalon Miner 921,88
4045,power supply,unknown
4046,miner PSU,unknown
4047,Antminer S19 Pro,49
4048,Antminer S9,115
4049,hashboard,unknown
4050,Braiins OS,unknown
4052,voltage,unknown
4053,S19 pro,49
4054,Bitmain PSU,unknown
4055,Antminer S9,115
4056,GPUs,unknown
4057,ASICs,unknown
4058,S9 boards,unknown
4059,miner S9-13.5T,115
4060,miner,unknown
4062,A1 Pro 23TH,38
4063,hash board 1,unknown
4064,BM1387B Asic chip,unknown
4065,pkg-config,unknown
4066,ubuntu 18.04 LTS,unknown
4067,automake,unknown
4068,libtool,unknown
4069,libudev-dev,unknown
4070,libusb-1.0-0-dev,unknown
4071,libncurses5-dev,unknown
4072,hardware,unknown
4073,cgminer,unknown
4074,S17+,53
4075,miner device,unknown
4076,heat sinks,unknown
4077,hashboard,unknown
4079,miners,unknown
4080,tanks,unknown
4081,DryCooler 100KW,unknown
4082,Heat Exchanger,unknown
4083,pumps,unknown
4084,Canaan Avalonminer 1166 Pro,45
4085,s17pro,72
4086,V9 machine,106
4087,tester,unknown
4089,A10,unknown
4090,841,103
4091,Canaan 941,unknown
4092,Avalon 921,88
4093,control board,unknown
4094,S9,115
4095,sd card,unknown
4097,Antminer T17e,56
4098,Braiins OS+,unknown
4099,Antminer T17,70
4100,RX 570 GU,unknown
4101,Bitmain S19 Pro,49
4102,S9,115
4103,Apollo,unknown
4104,Terminus R606,unknown
4105,NewPac USB miners,unknown
4106,S9k,65
4107,Canaan,unknown
4109,hashboards,unknown
4110,Antminer T17,70
4111,S17+,53
4113,micro SD,unknown
4114,miner,unknown
4115,Bitmain Antminer S9k,65
4116,newpacs,unknown
4117,block erupters,unknown
4118,Bitmain S19j pros,37
4120,hashboard,unknown
4121,control board,unknown
4122,AWP 3+ PSU,unknown
4123,miner,unknown
4124,821/841,107
4125,power generating plant,unknown
4126,Router,unknown
4127,Ebang Ebit9+,unknown
4128,L3+,unknown
4130,Firefox,unknown
4131,Windows 10,unknown
4132,Terminus R606,unknown
4133,Canaan,unknown
4134,Antminer T17,70
4135,Antminer T9+,110
4136,t17e,56
4137,E9.3,99
4139,ZG834-V1.3,unknown
4140,Dragonmint T1,104
4142,mining board,unknown
4143,firmware,unknown
4144,pdu/breaker,unknown
4145,S9,115
4146,PSU,unknown
4147,Whatspower P11,unknown
4148,Whatsminer M10,89
4149,hashboard,unknown
4150,AntMiner S9 Miner Control Board,unknown
4152,12 GPU 6 card rigs,unknown
4153,Whatspower P5,unknown
4154,M3,113
4155,antminer,unknown
4156,s17pro,72
4157,Ebit e9i,96
4158,Ebit e9i,96
4160,InnoSilicon,unknown
4161,kano,unknown
4162,Awesome Miner,unknown
4163,Antminer S17+,53
4164,PSU,unknown
4165,hashboard,unknown
4166,ASIC miner,unknown
4167,t17e,56
4168,A7 and A8 series miners,unknown
4169,S9 ASIC,115
4170,Avalon miners,unknown
4171,gpu rigs,unknown
4172,asic miners,unknown
4173,E10.3,unknown
4174,Antminer S9,115
4175,big wooden box,unknown
4177,ASIC,unknown
4178,RTX 3080,unknown
4179,graphics cards,unknown
4180,E10.3,unknown
4181,Crucial NVME.2 500GB SSD,unknown
4182,Rubber Feet,unknown
4183,Kill-A-Watt Meter,unknown
4184,ckpool,unknown
4185,Apollo BTC Miner,unknown
4186,Fan,unknown
4188,power supply,unknown
4191,S9,115
4192,asics antminer s11,81
4193,PSU,unknown
4194,hashboard,unknown
4195,heat sink,unknown
4197,T17,70
4198,Bitmain APW7 120V/240V 1800W supply,unknown
4199,rpi 3,unknown
4200,Avalon 921,88
4201,ASIC chip,unknown
4202,Canaan 1066 50t,61
4203,16a sockets,unknown
4205,hardware,unknown
4206,hydroelectric power plants,unknown
4207,fossil fuel,unknown
4208,nuclear energy,unknown
4209,bitmain original firmware,unknown
4210,Whatsminer M21,63
4211,bridge board,unknown
4212,M10,89
4213,A841,103
4214,KanoPool,unknown
4215,antpool,unknown
4216,R4,122
4217,Bitfury,unknown
4218,M10,89
4219,apw3++,unknown
4220,computer,unknown
4221,Antminer S17+,53
4222,heater,unknown
4223,voltmeter,unknown
4224,A841,103
4225,A1047,59
4226,PSU,unknown
4227,A1041,unknown
4228,RTX 3080,unknown
4229,GPU,unknown
4230,Antminer S9j,94
4234,APW9+ PSU,unknown
4235,T17e,56
4236,rig,unknown
4237,new miners,unknown
4238,Chinese mining firms,unknown
4239,power supply unit,unknown
4242,pool,unknown
4243,farm,unknown
4244,S9,115
4245,ZEUS chip tester,unknown
4246,volt-meter,unknown
4248,sd card,unknown
4250,T9+,110
4251,Pickit3,unknown
4252,MPLAB PICkit 3,unknown
4253,Bitmain,unknown
4254,Awesomeminer,unknown
4255,hardware wallet,unknown
4256,laptop,unknown
4257,Trezor,unknown
4258,HS5 (Sai),unknown
4259,ASIC miners,unknown
4260,S9,115
4261,Whatsminer,unknown
4262,S19,50
4264,Antminer T15,unknown
4265,R4,122
4266,S15,unknown
4267,L3+,unknown
4268,standard unit,unknown
4270,S9 13.5Th,115
4271,APW3++,unknown
4272,electricity generator,unknown
4274,s19pro,49
4275,S3,128
4276,antminer S9 SE,68
4277,Hardware version 30.0.1.3,unknown
4278,Bitmainer version 2.0.0,unknown
4279,Antminer S9j,94
4280,T19,48
4281,AntMiner,unknown
4282,control board,unknown
4283,PSU,unknown
4284,Hashboard,unknown
4285,infrared camera,unknown
4286,watts up power meter,unknown
4287,pool,unknown
4288,Canaan AvalonMiner 741,121
4289,telescope,unknown
4290,Crypto Miner,unknown
4291,MicroBT Whatsminer M20S,64
4292,Whatsminer M21s 54TH,69
4293,bitmain miner,unknown
4294,P11,unknown
4295,D1,unknown
4296,MicroBT Whatsminer M20S,64
4297,wires,unknown
4298,hash board,unknown
4299,control board,unknown
4300,Bitmain Antminer S19 Pro,49
4301,Bitmain Antminer T19,48
4302,ras-pi 3,unknown
4304,ACU,unknown
4305,Canaan AvalonMiner 921,88
4306,Canaan AvalonMiner 921,88
4307,AlphaMiner PSUs,unknown
4308,Avalon 851s,unknown
4309,Canaan AvalonMiner 1066,61
4311,internet modem,unknown
4312,Ebang Ebit E10.1,unknown
4313,Canaan AvalonMiner 841,103
4314,Bitmain Antminer R4,122
4315,Bitmain Antminer S3,127
4316,S2,unknown
4317,S1,unknown
4318,800A service,unknown
4319,30+ miners,unknown
4320,300 S19s,unknown
4321,Bitcoin blockchain,unknown
4322,ASICs,unknown
4323,APW3++ PSU,unknown
4324,Bitmain Antminer S17,74
4325,Bitmain Antminer S9i,100
4326,chain card,unknown
4328,S12,unknown
4329,MicroBT Whatsminer M20,4
4330,Bitmain Antminer S9,115
4331,modem,unknown
4332,TP Link wifi extender,unknown
4333,Bitmain APW7 110/220 PSU,unknown
4334,Bitmain Antminer S9 SE,68
4335,Bitmain Antminer S17 Pro,72
4336,50th,unknown
4337,53th,unknown
4338,Bitmain Antminer S19 Pro,49
4339,liquid cooling,unknown
4340,Bitmain Antminer S9,115
4341,Bitmain Antminer S19 Pro,49
4342,Canaan AvalonMiner 841,103
4343,ASICS,unknown
4345,spare parts,unknown
4346,Bitmain Antminer S19,50
4347,hashboards,unknown
4348,Viabtc,unknown
4349,work machines,unknown
4350,Mini Doge,unknown
4351,Bitmain Antminer S17+,53
4352,L3++,unknown
4353,Whatsminers,unknown
4354,Canaan AvalonMiner 851,unknown
4355,kernel code,unknown
4356,node_mem_map cde10000,unknown
4357,percpu,unknown
4358,Built 1 zonelists,unknown
4359,Dentry cache hash table,unknown
4360,Inode-cache hash table,unknown
4361,rwdata,unknown
4362,Canaan AvalonMiner 852,unknown
4364,Bitmain Antminer S17 Pro,72
4365,Bitmain Antminer T17,70
4366,servers,unknown
4367,computers,unknown
4368,usb hubs,unknown
4369,Gekko R606,unknown
4370,Asus RT-AC66U B1,unknown
4371,metal reusable filters,unknown
4372,cisco switches,unknown
4373,Bitmain Antminer T17,70
4374,control board,unknown
4375,Bitmain Antminer S5+,unknown
4376,Bitmain Antminer S1,unknown
4377,Bitmain Antminer S19 Pro,49
4378,Canaan AvalonMiner 1246,39
4379,gpu rig,unknown
4380,Bitmain Antminer S17 Pro,72
4381,Bitmain Antminer S19 Pro,49
4382,Canaan AvalonMiner 1166 Pro,45
4383,Bitmain Antminer S17 Pro,72
4384,hash boards,unknown
4385,asics,unknown
4386,full node,unknown
4387,Bitmain Antminer S17+,53
4388,Heatsink,unknown
4389,PSU,unknown
4390,Bitmain Antminer T17,70
4392,t17e hashboards,unknown
4393,radeon 5797,unknown
4394,solar panels,unknown
4395,s17,unknown
4396,mac pro,unknown
4397,Canaan Avalon 1166 pro,45
4398,SMD rework station,unknown
4399,miner,unknown
4400,PSU,unknown
4401,apw3+,unknown
4402,PSU,unknown
4403,s9,115
4404,apw3++,unknown
4405,bitcoin node,unknown
4406,ASIC Saphire,unknown
4407,Moonlander,unknown
4408,Avalon 1166,45
4409,Whatsminer M10,89
4410,PSU,unknown
4411,Avalon,unknown
4412,L3,unknown
4413,Scrypt Miner,unknown
4414,Controller,unknown
4415,power,unknown
4416,computers,unknown
4417,Antminer T9+,110
4418,PSU,unknown
4419,"1,8V regulator",unknown
4420,hash board,unknown
4421,T17e,56
4422,"0,8Volts regulator",unknown
4423,Cheetah miner F1 20th,unknown
4424,evaporative cooler,unknown
4425,Antminer s9,115
4426,t17e,56
4428,Compressed Air Duster,unknown
4429,hashboards,unknown
4430,canned pressurised air,unknown
4431,S9/i,unknown
4432,IPA,unknown
4433,A1 24TH,unknown
4434,T17e,56
4435,S19J 100Th,unknown
4436,HS5,unknown
4437,A10 Pro+,unknown
4438,Ebit E12,58
4439,asics,unknown
4440,rolling,unknown
4441,cutting,unknown
4442,painting oven,unknown
4443,Antminer S9,115
4444,Braiinos,unknown
4445,GPU RTX 3070,unknown
4446,Bitmain S15s,unknown
4447,Antminer S9,115
4449,hash board,unknown
4451,PSU,unknown
4453,Innosilicon T2T-26T,unknown
4454,Raspberry Pi,unknown
4455,Innosilicon T2Tz 30TH,unknown
4456,Antminer S19 Pro,49
4457,S19 pro,49
4458,S19pro,49
4459,S9,115
4460,S9i,100
4461,S9j,94
4462,17 series,unknown
4463,baikal miners,unknown
4464,antminers,unknown
4465,silverfish,unknown
4466,innosilicon,unknown
4467,gridseed blade,unknown
4468,gpus,unknown
4469,asics,unknown
4470,S9,115
4472,USB sticks,unknown
4473,Terminus pod miner,unknown
4474,Sidehack's original small USB sticks,unknown
4475,Sidehack's newer USB sticks,unknown
4476,Sidehack's latest one,unknown
4477,pmu board,unknown
4478,Laptop,unknown
4479,Bitcoin Core,unknown
4480,Antminer S19,50
4481,Slush,unknown
4482,ckpool,unknown
4483,Whatsminer M21s,69
4484,L3+,unknown
4486,D3,unknown
4487,Miners,unknown
4488,T17,70
4489,GeForce RTX 3090,unknown
4490,AMD Ryzen 9 5900X,unknown
4491,asic,unknown
4492,S19 Pro,49
4493,T17,70
4495,BraiinOs,unknown
4496,250k Asic,unknown
4497,BM1397,unknown
4498,BraiinsOS,unknown
4499,32Bit raspberry pi,unknown
4500,M31s,52
4501,MicroBT Whatsminer M32,47
4502,Bitmain Miners,unknown
4503,GPU (1080 Ti),unknown
4504,Canaan's Avalon miners,unknown
4505,Bitmain Antminer R4,122
4506,RX6800 cards,unknown
4507,Canaan AvalonMiner 841,103
4508,AvalonMiner 841,103
4510,Bitmain Antminer S9,115
4511,Minion ASIC,unknown
4512,GekkoScience Compac F,unknown
4513,GekkoScience NewPac,unknown
4514,BM1387,unknown
4515,BM1397,unknown
4516,Bitmain Antminer S17,74
4517,hash board,unknown
4518,T17e bitmain firmware,56
4519,PSU,unknown
4520,Antminer T17e,56
4521,APMinerTool,unknown
4522,miner,unknown
4523,antminers T17+,54
4524,AntMiner S19j Pro,29
4525,Bitmain Antminer S17 Pro,72
4527,APW3,unknown
4528,control board,unknown
4529,sd card,unknown
4531,Bitmain Antminer S9,115
4532,Antminer,unknown
4533,AvalonMiner 1166 Pro,45
4534,Bitmain Antminer S19,50
4535,L6-30 receptacle,unknown
4536,dryer,unknown
4537,AC,unknown
4538,Waterpumps,unknown
4539,geyser,unknown
4540,BBB board,unknown
4541,Innosilicon T2 Turbo 26T,35
4542,clean airflow,unknown
4543,internet connection,unknown
4544,mining gear,unknown
4545,"10KW grid tied, battery backed up system",unknown
4546,Tesla Powerwall 2,unknown
4547,30 amp breaker,unknown
4548,PDU,unknown
4549,PSU,unknown
4550,hashboard,unknown
4551,Bitmain Antminer S17 53th,unknown
4552,100amp service,unknown
4553,Ebang Ebite E9+,unknown
4554,Bitmain Antminer T17,70
4555,control board,unknown
4557,PSU,unknown
4558,natural gas generator,unknown
4559,generator,unknown
4560,Innosilicon T3,unknown
4561,Bitmain Antminer T17,70
4562,hash board,unknown
4563,Pickit 3,unknown
4564,PSU,unknown
4565,PIC firmware,unknown
4566,Bitmain Antminer S17+,53
4567,Bitmain Antminer S17+,53
4568,MSKminer,unknown
4569,MicroBT Whatsminer M21,63
4570,APW12,unknown
4571,Nema 6-20P,unknown
4572,Bitmain Antminer S17 Pro,72
4573,Bitmain Antminer S9,115
4574,Bitmain Antminer S9,115
4575,solar panels,unknown
4576,Bitmain Antminer S9,115
4577,GPU rig,unknown
4578,manufacturers,unknown
4579,conminingcentral,unknown
4580,Bitmain Antminer T17,70
4581,Bitmain Antminer S9,115
4582,63 Asic,unknown
4583,Bitmain Antminer S19 Pro,49
4584,Bitmain Antminer T19,48
4585,Bitmain Antminer T17,70
4586,Bitmain Antminer S19 Pro,49
4587,Bitmain Antminer S17,74
4588,PC,unknown
4589,PSU,unknown
4590,miner,unknown
4591,hashboard,unknown
4592,miner,unknown
4593,Innosilicon A6,unknown
4594,Pi,unknown
4595,AwesomeMiner,unknown
4596,Whatsminer,unknown
4597,Bitmain ASIC,unknown
4598,LOVECORE A1,unknown
4599,ZEUS one,unknown
4600,hashboard,unknown
4601,multimeter,unknown
4602,controlboard,unknown
4603,Bitmain Antminer S17+,53
4604,Russian version asic.repair,unknown
4605,psu,unknown
4606,1166,unknown
4607,Avalon 1246,39
4608,canaan avalon miners,unknown
4609,S19J 100Th,unknown
4610,LT5 Pro,unknown
4611,S9,115
4612,insulation,unknown
4613,electric vehicle,unknown
4614,miner,unknown
4615,Avalon 1246,39
4616,asic test fixture,unknown
4617,dc power supply,unknown
4618,hashboards,unknown
4619,S17+,53
4620,Pushover App,unknown
4621,Apple phones,unknown
4622,server,unknown
4623,Android,unknown
4625,Tasker App,unknown
4626,miners,unknown
4627,LLC,unknown
4628,T17 miner,unknown
4630,Antminer S17E,55
4631,Gekkoscience NEWPAC miner,unknown
4632,T3+,71
4633,auc3 converter,unknown
4634,avalon 841,103
4635,S19,50
4636,hashboards,unknown
4637,Avalon 8s,unknown
4638,S17 pro,72
4639,L3+,unknown
4640,Avalon 1126s,unknown
4641,Avalon 1047,59
4642,RTX 3090,unknown
4643,S19,50
4644,miner,unknown
4645,farm,unknown
4647,Ebang E10.2 ASIC Miner,unknown
4648,s17+,53
4649,boards,unknown
4651,control board,unknown
4652,PSU,unknown
4653,Futurebit machines,unknown
4654,miner,unknown
4655,firmware,unknown
4656,Canaan 1166 pro,45
4657,s19,50
4658,Antminer S19,50
4659,control board,unknown
4660,S17 model hashboards,unknown
4662,hashboard,unknown
4663,S17+,53
4664,S17+,53
4665,APW9+,unknown
4666,control board,unknown
4667,Bitmain T17,unknown
4669,control board,unknown
4670,S17,74
4671,Antminer S17E,55
4672,Antminer S9K,65
4673,boards,unknown
4674,air compressor,unknown
4675,flux,unknown
4676,S17,74
4677,DragonMint T1,104
4678,S9,115
4679,hot air,unknown
4680,T17+,54
4681,S9,115
4682,T15,unknown
4683,S15,unknown
4684,Blizz,unknown
4685,L3,unknown
4686,S17,74
4687,S9,115
4688,S9K,65
4690,avalon miner 1166 pro 81 th,unknown
4691,avalon miners,unknown
4692,Avalon 1166,unknown
4693,Avalon 1246,39
4694,S9,115
4695,L3+,unknown
4696,LT5,unknown
4697,Avalon 1246,39
4698,A3,unknown
4699,S9,115
4700,Verizon,unknown
4702,Linux server,unknown
4703,Windows server,unknown
4704,Dell server,unknown
4705,PFSense,unknown
4706,Cisco managed switch,unknown
4707,Modem,unknown
4708,Optimum,unknown
4709,Antminer S19,50
4710,ASIC miners,unknown
4711,Multi-head gigabit NICs,unknown
4712,AC,unknown
4714,Bitmain Antminer T17+,54
4715,Aisen A1 Pro,38
4716,unknown,unknown
4717,unknown,unknown
4718,unknown,unknown
4719,Bitmain Antminer T9+,110
4720,Bitmain Antminer T9,118
4721,Bitmain Antminer S9,115
4722,unknown,unknown
4723,unknown,unknown
4724,unknown,unknown
4726,unknown,unknown
4727,unknown,unknown
4728,unknown,unknown
4729,unknown,unknown
4730,Innosilicon T3,unknown
4731,unknown,unknown
4732,Bitmain Antminer S17 Pro,72
4733,unknown,unknown
4734,unknown,unknown
4735,unknown,unknown
4736,Bitmain Antminer S9,115
4737,unknown,unknown
4738,unknown,unknown
4739,unknown,unknown
4740,unknown,unknown
4741,unknown,unknown
4742,unknown,unknown
4743,unknown,unknown
4746,unknown,unknown
4747,Bitmain Antminer S19 Pro,49
4748,unknown,unknown
4749,unknown,unknown
4750,unknown,unknown
4751,unknown,unknown
4752,Bitmain Antminer S19 Pro,49
4753,Bitmain Antminer S17+,53
4754,unknown,unknown
4755,unknown,unknown
4756,Bitmain Antminer S17+,53
4757,Bitmain Antminer S17+,53
4758,unknown,unknown
4759,unknown,unknown
4760,unknown,unknown
4761,Canaan AvalonMiner 1246,39
4762,unknown,unknown
4763,unknown,unknown
4764,unknown,unknown
4765,unknown,unknown
4766,Bitmain Antminer S19 Pro,49
4767,Bitmain Antminer T19,31
4768,MicroBT Whatsminer M20S,64
4769,Bitmain Antminer S19 Pro,49
4770,unknown,unknown
4771,unknown,unknown
4772,MicroBT Whatsminer M20S,64
4773,Bitmain Antminer S9,115
4774,unknown,unknown
4775,Canaan AvalonMiner 1246,39
4776,unknown,unknown
4777,unknown,unknown
4778,unknown,unknown
4780,unknown,unknown
4781,unknown,unknown
4782,unknown,unknown
4783,unknown,unknown
4784,Canaan AvalonMiner 921,88
4785,unknown,unknown
4786,unknown,unknown
4787,unknown,unknown
4788,Bitmain Antminer S9,115
4789,unknown,unknown
4790,unknown,unknown
4791,Canaan AvalonMiner 1246,39
4792,unknown,unknown
4793,Canaan AvalonMiner 1246,39
4794,Canaan AvalonMiner 1246,39
4795,Canaan AvalonMiner 1166 Pro,45
4796,unknown,unknown
4797,unknown,unknown
4799,unknown,unknown
4800,unknown,unknown
4802,Canaan AvalonMiner 851,unknown
4803,unknown,unknown
4804,Bitmain Antminer S19 Pro,49
4806,Ebang Ebit E10,108
4807,unknown,unknown
4808,unknown,unknown
4809,Bitmain Antminer S19 Pro,49
4810,unknown,unknown
4811,unknown,unknown
4812,unknown,unknown
4813,unknown,unknown
4814,unknown,unknown
4815,Bitmain Antminer T9+,110
4816,MicroBT Whatsminer M20,unknown
4817,unknown,unknown
4818,unknown,unknown
4819,unknown,unknown
4820,Bitmain Antminer S17,74
4821,Antminer S9,115
4822,Antminer S17,72
4823,GekkoScience,unknown
4824,TTBit,unknown
4825,NEMA 14-50 outlet,unknown
4826,Antminer S19j Pro 100T,29
4828,hash cards,unknown
4829,S19's,50
4830,Bitmain,unknown
4831,S9s,115
4832,S19,50
4833,Avalon 1126,28
4834,Antminer T17,70
4835,Avalon A1066,61
4836,S9 hashboard,unknown
4837,tester,unknown
4838,auto power shut down,unknown
4839,Antminer S17 Pro,72
4840,Antminer S9,115
4841,Antminer S5,127
4842,Bitmain PSU,unknown
4843,Antminer S9,115
4844,Avalon6,unknown
4846,Antminer S9,115
4847,A821,unknown
4848,Innosilicon T2,unknown
4849,T2,unknown
4850,A941,unknown
4851,Canaan Avalon 1246,39
4852,Antminer,unknown
4853,ASIC,unknown
4854,Mallory 5250 Gerotor Pump,unknown
4855,BraiinsOS,unknown
4857,jumper,unknown
4859,control board,unknown
4860,Antminer S9,115
4861,Avalon 921,88
4862,miner,unknown
4864,cooling booster,unknown
4865,ethernet,unknown
4866,6inch ducts,unknown
4868,firmware,unknown
4869,PSU,unknown
4870,ASIC miner,unknown
4871,Avalon 841,103
4872,Antminer S17,72
4873,Antminer S19,50
4874,Large aluminum radiator,unknown
4875,Recirculating pumps,unknown
4876,Nemo 6-15P outlets,unknown
4878,Antminer S9J,94
4879,20AMP circuit,unknown
4880,Avalon841,103
4881,S19J PRO,29
4882,board,unknown
4883,resistors,unknown
4884,S9i,100
4885,doge mini,unknown
4886,L3+,unknown
4888,network switch,unknown
4890,netgear switch,unknown
4891,Antminer S9,115
4892,S9 hashboard,unknown
4893,control board,unknown
4895,ebang e10.3,unknown
4897,modem,unknown
4898,Whatsminer M30,unknown
4899,S19 Pro,49
4900,S17,72
4901,Control board,unknown
4902,panels,unknown
4903,solar array,unknown
4904,solar farm,unknown
4905,Avalon A1166 pro 81T,45
4906,s17+ hashboard,unknown
4907,chip 64,unknown
4908,chip 65,unknown
4909,chip 63,unknown
4910,voltage regulator,unknown
4911,5T,unknown
4912,innosilicon t3+,71
4913,m20s,64
4914,asic,unknown
4915,Fans,unknown
4916,Avalon 1246,39
4917,Network Cables,unknown
4918,Network IP,unknown
4919,Control Board,unknown
4920,Antminer S9,115
4922,hashboard,unknown
4923,control board,unknown
4924,Taurus miner C12,unknown
4925,Antminer S9,115
4926,S15,unknown
4929,Antminer S19j Pro,29
4930,Avalon 921,88
4932,Avalon,unknown
4933,Antminer,unknown
4934,M32s,41
4935,metal shelving,unknown
4936,ASIC,unknown
4937,warehouse space,unknown
4938,2x4,unknown
4939,drywall,unknown
4941,camera,unknown
4942,laptop,unknown
4943,network switch,unknown
4944,sensors,unknown
4945,HashExpert,unknown
4946,AntMiner S9j 14TH,94
4947,PSU,unknown
4948,Avalon 741,121
4949,GPU,unknown
4950,Avalon 1246,39
4951,Fan,unknown
4952,Power supply,unknown
4953,Miner,unknown
4954,Avalon 1246,39
4955,main breaker,unknown
4956,two board,unknown
4957,one board,unknown
4958,A1166-Pro,unknown
4959,PDU,unknown
4960,Avalon Miner 1166Pro-78TH,45
4961,miners,unknown
4962,mining,unknown
4963,Braiins OS+,unknown
4964,Bitmain S9i,100
4965,Innosilicon T2th+,unknown
4966,Avalon 1047,59
4967,220v power supply,unknown
4968,C13 cords,unknown
4969,Antminer T19,48
4971,PSU,unknown
4973,power supply,unknown
4974,hashboard,unknown
4975,Lovecore A1,unknown
4976,miners,unknown
4977,Ebang 10.3 models,unknown
4978,psu,unknown
4979,S9J Hashboard,unknown
4980,avalon miner 841,103
4981,Bitmain AntMiner U1,unknown
4982,PSU,unknown
4983,SOC,unknown
4984,G19,unknown
4985,Innosilicon T2T-25T,unknown
4986,avalon 1246,39
4987,Router,unknown
4988,APW9+,unknown
4989,S17,74
4990,Avalon A921,88
4992,miner,unknown
4993,S17+,53
4994,T17+,54
4995,miner,unknown
4996,Avalon 841s,unknown
4997,240V psu,unknown
4998,distribution panel,unknown
4999,GPU,unknown
5000,Antminer S19j Pro,29
5001,ANTMINER T9+,110
5002,S17Pro,72
5004,PSU,unknown
5005,Avalon 1246,39
5006,Solar arrays,unknown
5007,Vacuum cleaner,unknown
5008,Battery,unknown
5009,Solar system hardware,unknown
5010,Server PC,unknown
5011,A/C,unknown
5012,Gig internet,unknown
5013,Solar panels,unknown
5014,soldering iron,unknown
5015,Antminer s19+,unknown
5016,S9,115
5017,CANAAN AVALON MINER 1166PRO,45
5019,bitmain S11 miner,81
5020,hash board,unknown
5021,wires,unknown
5023,control board,unknown
5025,PSU,unknown
5026,Antminer S7,126
5027,temperature meter,unknown
5028,s19 Pro,49
5029,S19,50
5030,M30S,51
5031,S17 Pros,unknown
5032,A9xx,unknown
5033,M20,64
5034,M20,64
5035,M30S,51
5036,Avalon 1246,39
5038,4g modem,unknown
5039,s17+,53
5040,m20,64
5041,Antminer S9,115
5042,SD Card,unknown
5043,Reset button,unknown
5044,Fans,unknown
5045,Antminer S19 Pro,49
5046,Antminer S9i,100
5047,unknown,unknown
5048,unknown,unknown
5049,Bitmain PSU,unknown
5050,unknown,unknown
5051,AvalonMiner 921,88
5053,unknown,unknown
5054,unknown,unknown
5055,unknown,unknown
5056,AvalonMiner 841,103
5058,unknown,unknown
5059,Bitmain,unknown
5060,Antminer S17,74
5061,Antminer S9,115
5062,AvalonMiner 841,103
5063,Antminer S9,115
5064,unknown,unknown
5065,unknown,unknown
5066,unknown,unknown
5067,Bitmain PSU,unknown
5068,unknown,unknown
5069,DragonMint T1,104
5070,unknown,unknown
5071,unknown,unknown
5072,unknown,unknown
5073,Antminer S19 Pro,49
