row_index,hardware_name
5226,ASIC boards
5227,S9K
5228,IPA 99%
5229,control board
5230,PMU
5231,Avalon 841
5232,PSU
5233,S1
5234,SpondooliesTech SP10
5235,ASICS
5236,room
5237,miners
5239,S19
5240,S19pro
5241,PSU
5242,Raspberry Zero WH
5243,7 Ports RSHTECH USB 3.0 Hub
5244,libudev-dev
5245,libjansson-dev
5246,pkg-config
5247,libncurses5-dev
5248,libusb-1.0-0-dev
5249,Raspbian Pi OS Lite 32 bit
5250,automake
5251,screen
5252,GekkoScience NewPac
5253,RSHTECH USB 3.0 hub
5254,Raspberry Zero WH
5255,libtool
5256,PSU
5257,T1
5259,Avalon 1066 ASIC
5260,Avalon 1166
5262,Whatsminer M20s
5263,Antminer S9
5264,pdu
5265,Inno T3+
5266,Whatsminer M21s
5267,singles
5268,Antminer S15
5269,solo bitcoin miner
5270,Antminer S5
5271,L3++
5272,hashboard
5273,Avalon 1166 pro
5274,hiveon firmware
5275,Raspberry Pi 4
5276,compac
5277,Antminers
5278,ASIC machines
5279,S17
5280,S17 Pro
5281,Avalon 851
5282,PMU
5283,S9j
5284,PSU
5286,Hashboard
5288,S19 Pro Antminer
5289,Avalon 841
5290,AUC3 converter
5292,power supply
5294,monitor
5295,miner
5296,UPS
5297,PDU
5298,Avalon 851
5299,Avalon 852
5300,antminer s19j pro
5301,S19 Pro
5302,S9
5303,S17
5304,Neptune KnCMiner
5305,multisig wallet
5306,Bitmain S19 Pro
5308,tubes
5309,asic chip
5310,Antminer S9 Hydro
5311,hash boards
5312,psu
5314,chain 7
5315,chain 6
5316,antminer s9j
5317,chain 8
5318,S9
5319,T17
5320,S19
5322,USB ASIC miner
5323,CKPOOL
5324,Azure Ubuntu server
5325,AintMiner s17+
5326,PSU
5327,S17+
5328,Raspberrypi
5329,bfgminer
5330,hash boards
5331,miner
5332,S17 control board
5334,S9j
5335,AntMiner S9 Miner Control Board
5336,Avalon 1166 Pro
5341,control board
5342,hashboards
5343,S19J Pro unit
5345,turbine
5346,Antminer S3
5348,GPU
5349,hashing board
5350,Avalon miner 851
5351,raspberry pi 4b 4gb
5353,2pac usb miners
5354,newpacs
5355,USB hub
5356,Full-Node
5357,Solo-Miner
5358,bitcoin core
5359,Antminer S9
5361,s9
5362,S17s
5363,PSU
5364,S19j Pro
5365,Antminer T17e
5366,cgminer
5367,Whatsminer M20s
5370,Hashboard 3
5371,Antminer S17+
5372,APW3++
5373,S17PRO
5374,S19 Pro
5375,control board
5376,DragonMint T1
5377,control board
5378,PSU
5379,S17 pro 56th
5380,hashboard
5381,T17+
5382,Asic.to Firmware 17Series
5383,hash board
5384,innosilicon t2tz 30th
5385,Antminer
5386,Sim card
5387,S9i
5388,S9
5389,hashboard
5390,hashboard
5391,S19 Hydro
5392,S19j pro
5393,S19j
5394,T19
5395,S19 Pro
5396,2Pacs
5397,Ubuntu Server 20.04 LTS 64 bit
5398,Raspberry Pi 4
5399,Putin
5400,1166pro75
5401,Avalon Miner 1166 pro
5402,Avalon 1246
5403,APW9
5404,S17
5405,G29
5406,Dragonmint T1
5407,Antminer S17+
5408,inverter
5409,solar panels
5410,battery
5411,EBANG Ebit E9+
5412,Ebit tool
5413,heatsink
5414,miner
5415,text fixture
5416,S9i hashboard
5417,test tool
5418,heatsinks
5419,Cheetah F1 V40
5420,innosilicon T3
5421,miner
5423,sd card
5424,phone
5425,Alpha Miner APW9 replacement
5426,Canaan Avalon A1066 Pro 55TH
5427,Bitcoin miner
5428,Antminer S9j
5429,mining computer
5430,ASIC machines
5431,control board
5432,S17 Pro 53th
5433,Linux
5434,data cache
5435,VIPT
5436,hashboards
5437,ARMv7 Processor
5438,Avalon 1166
5439,Kaspersky Internet Security
5441,S9
5442,ASIC
5444,power supplies
5445,APW7
5446,APW3++
5447,battery
5448,T17
5449,T17 Antminer
5450,T17
5451,1800w psu
5452,Bitmain PSU
5453,1600w psu
5454,Antminer S9
5455,Antminer
5456,Whatsminer
5457,Antminer
5458,Soundproof box
5459,App
5460,iPhone
5461,ASIC chip
5462,Laptop
5463,PC
5464,S17 Pro
5465,S17pro
5466,T17+
5467,S9 SE
5468,8GB RAM
5469,Windows 10
5470,Bitcoin ATM
5471,Chase
5472,Avalon1
5473,network module
5474,2.6 MW high density data centers
5475,Antminer
5476,ASIC miner
5477,Bitcoin core node
5478,hashboard
5479,BraiinsOS
5480,S9
5482,Raspberry Pi
5483,GekkoScience compacf stickminer
5484,avalon 1166 pro 75th
5485,hashboard 02
5486,Bitmain PSU
5487,MiningRigRentals
5488,ASIC miner
5489,S17
5490,asic.to
5491,Bitcoin
5492,Apollo Miner
5493,ASICminer
5494,S17
5495,s17
5496,s17 pro
5497,S19A Pro
5498,Bitmain S19A Pro 110Th
5499,200Amp panel
5501,Mining equipment
5502,GekkoScience Compac F
5503,usb block eruptor
5504,whatsminer
5505,Avalon 1066
5506,PC PSU
5507,500W ATX
5508,Raspberry Pi
5509,Antminer U3
5510,S9SE
5511,S9k Antminer
5512,S9k
5513,Antminer S9 SE
5514,S9's
5515,S9E 16Th version
5516,S9i
5517,S9
5518,phone
5519,PC
5522,B11 Bolon Miner
5523,t2tz asics
5524,T17
5525,consumer unit
5526,PSU
5527,S19 Pro
5528,S17+
5529,hash board
5530,control board
5531,USB stick miners
5532,s17 pro
5533,movers blanket
5534,ordinary stationery knife
5535,ASIC
5536,l3+
5537,T17
5538,Antminer L3++
5539,Antminer S15
5540,Antminer S9
5541,ASICs
5542,breaker
5543,consumer unit
5544,software
5545,Gekkoscience Compac f
5546,S19's
5547,3 phase power supplies
5548,T17e
5549,Hashboard
5550,S17+
5551,Lancelot cluster
5552,cgminer
5553,Kill-A-Watt
5554,Bitcoin Federation unit
5555,1000W Platinum unit
5556,Avalon ASIC
5557,Antminer T15
5559,NAND
5560,T17e
5561,Antminer S17 Miner Control Board
5562,Antminer S11
5563,s9 unit
5564,hashboard
5565,miner
5566,heatsink
5567,Avalon 1166 Pro
5568,IBM 94Y8118 900W 80+ Platinum supply
5569,Avalon 1246
5570,Antminer S9k
5571,PSU
5572,Canaan miners
5573,hashboards
5575,Avalon miner
5576,control board
5577,antminers S3+
5578,solar panels
5579,400watt monocrystalline panels
5581,Antminer s9
5583,humidity sensor
5584,Innosilicon T3+ hashboard
5585,60AMP PDU
5586,Raspberry pi
5587,wemo switch
5588,Avalon 1047 PSU
5589,Antminer L7
5590,control board
5591,S19 PRO
5593,power supplies
5594,Orange Pi board
5596,Bitfury B8
5597,Raspberry Pi 4
5598,Gekko Compac F
5599,cgminer
5600,Antminer s19J Pro
5601,AISEN A1 Pro
5602,mining pools
5603,GPU management platforms
5604,BraiinsOS
5606,air compressor
5607,powerful air blower
5608,power supply
5610,s19
5612,Avalon A1246
5613,Bitmain Antminer S19
5614,AMD Radeon RX 6800
5615,Nvidia RTX 3080
5616,Antminer S9
5617,ASIC miners
5618,MicroBT Whatsminer M30S
5619,Avalon 1246 85T
5620,Avalon 1246 83T
5621,antminer s9
5622,Hashboard
5623,hashboard
5624,T9+
5625,hydroelectric dams
5626,Cheetah S5 Miner
5628,vps server
5629,S17+
5631,USB Hub
5633,NewPac USB ASIC
5634,A10 Pro 750Mh
5635,A10 Pro 500Mh
5636,S17 Pro
5637,Ebit E12
5638,L3+
5639,.5 acres
5640,warehouse space
5641,substation
5642,10MW
5643,efigur 5.8dbi antenna
5644,j-mount antenna
5645,Helium mining setup
5646,bobcats
5647,OTA antenna
5648,Rohn tower
5650,hashboard
5651,antminer s9
5653,Avalon 1246
5654,MacBook
5655,GPU rigs
5656,HVAC conduit
5657,Hydropower
5658,Solar panels
5659,ASICs
5660,TTL to USB interface converter
5661,BeagleBone Black based units
5662,S9
5663,Avalon 1166 pro
5664,power supply
5665,hash boards
5667,T17+ 58t units
5669,metal
5670,PSU
5671,Avalon 1246
5672,Avalon 1166
5673,GPU
5674,GTX 1060
5675,RX 570
5676,R9 270
5677,Radeon HD 7850
5678,s17s
5679,PSU
5680,NewPac
5681,S17
5682,video card
5683,ASIC
5684,Antminer S17
5685,pic chip
5686,S19Pro
5687,Bitmain's original firmware
5688,PIC Kit
5689,S17pro board
5690,control board
5693,miner
5694,eeprom
5696,S17+
5697,Braiins OS+
5698,S17Pro
5699,S9 SE
5700,S9k
5701,Z11 control board
5702,innosilicon
5703,S9s
5704,Antminer S19j Pro
5705,E-trade account
5706,Kraken account
5707,GekkoScience
5708,Antminer S17+
5709,S9 Miner
5710,S9 SE 16T
5711,thermal adhesive
5712,Bimain
5713,MicroBT
5714,Antminer
5715,3090
5716,solar panels
5717,T17
5718,ASIC.to
5719,M20S
5720,M31S+
5721,Ubuntu 18.04
5722,Bitcoin core 22.0
5723,hash boards
5725,tank
5726,March MDX
5727,wood stove heat exchanger
5728,S9j
5729,S9 SE
5730,S9i
5731,741 Avalon
5733,space heater
5734,CPU
5735,GPU
5736,S17pro Control boards
5737,Antminer X17
5738,hashboard
5739,s9i antminer
5741,Antminer S17 Pro
5742,S9
5743,TTL to USB interface converter
5744,S9J
5745,PSU
5746,ribbon wires
5748,bitmain R4
5749,Apollo BTC
5751,Apollo miner
5752,s9
5755,PSU
5756,hashboard
5757,Whatsminer M31S
5758,GPUs
5759,Compac F USB sticks
5760,Antminer s9
5761,Antminer s19 pro
5762,GekkoScience's Compac F
5763,Compac F USB stick miner
5764,Apollo
5765,3060ti
5766,Avalon 851
5767,Gekkoscience Newpac USB miner
5768,cgminer
5769,heatsink
5771,Kaboom Racks
5772,Braiins OS+
5773,Antminer S9
5774,March pump
5775,T17 40T
5776,wood stove heat exchanger
5777,Shell Diala s4 ZX-i dialectic fluid
5778,CPVC hardware-metal tank
5779,F2Pool
5780,closed-cell foam
5781,MDF
5782,400 kV and 22 kV high-voltage power lines
5783,biogas source
5784,power plant
5785,T17
5786,computer hardware
5788,Antminer S17e
5789,ASIC.to firmware
5790,T17
5791,hash boards
5792,gpu
5793,asic
5794,l3+
5795,S9
5796,hashboard
5797,control board
5798,Bitmain S9
5799,2u servers
5800,deltas
5801,GPU rigs
5802,1u sxm2
5803,merv-8 air filter
5804,soundproof box
5805,S19j Pro
5806,Bitmain Antminer S19J 100T
5807,Bitmain Antminer S17e 60T
5808,CPU
5810,PC
5811,Antminer S9
5812,Cheetah F1
5814,computer
5816,lenovo
5817,hp
5818,apollo node
5819,Antminer S9
5820,data center
5821,gas-powered data center
5822,solar systems
5823,solar farm
5824,tesla batteries
5825,mining equipment
5826,miners
5827,ASIC
5828,Trezor
5829,Core wallet
5830,GPU
5831,VPS
5832,Avalon A1066pro
5833,Avalon A1047
5834,Avalon A1046
5835,Avalon A1026
5836,Aladdin t1
5837,Antminer S1
5838,Bitmain's firmware
5839,Antminer
5840,S19J PRO
5841,slow mining progress detection
5842,hanging miners detection
5843,disconnected miners detection
5844,schedules setup
5845,custom rules
5846,automatic miner restart
5847,M31+
5848,S19
5849,S17
5850,S17 Pro
5851,T17+
5852,S17pro
5853,S17s+ 67th
5854,T17
5855,S17s+
5856,Avalon 741
5857,USB miner
5858,Compact F
5859,GPU
5860,Intel Core i5 2600K
5861,AntMiner S1
5862,T17
5863,miners
5864,S17s
5865,mining machines
5866,asic chip
5867,AntMiner S9
5868,Braiin OS
5869,Micro SD Card
5870,CPU
5871,S19 miners
5872,Antminer s19
5873,whatsminer M20S
5874,S9J
5875,A1246
5876,Computer
5877,Solar System
5878,Antminer S19
5879,Braiins OS
5880,Braiin OS+
5881,Hashboard
5882,S9
5883,S19 pro
5884,S9
5885,S17 Pro
5886,Ebang 9.2
5887,Hive Asic hub
5888,Ebit mini tool
5889,s19
5890,Whatsminer
5891,Soldering iron
5892,Target skillet
5893,S19J Pro
5894,S19a Pro
5895,computer
5896,card reader
5897,S19
5898,control board
5899,S19 Pro
5901,control board
5902,miners
5903,generators
5904,battery rooms
5905,TH/s
5906,oil cooling system
5907,Vornado
5908,Vornado
5909,gadget
5911,Innosilicon t2t
5912,S9
5913,antivirus tool
5914,power socket
5916,control board
5919,Test fixture
5920,Soldering iron
5921,Soldering lead
5922,Solder paste
5923,Innosilicon T1
5924,Innosilicon T2 series miner
5926,control board
5927,miner
5928,Whatsminer M21S
5929,Antminer S17 Pro
5930,INNOSILICON T2T-26T
5931,PSU
5932,Bitcoin Core
5933,Intel 64 bit hardware
5934,96GB ram
5935,Ebang Ebit 10.1
5936,Zero 2w
5937,Pi
5938,Gekkoscience hubs
5944,S17e
5945,T17
5946,Antminer S17e
5947,Whatsminer M31
5948,C# stratum solo bitcoin miner
5949,Antminer S19 Pro
5951,CPU
5952,PC
5953,S9
5954,hair blower
5955,control board
5956,hash boards
5958,miner
5959,S17+
5960,hashboard
5961,Antminer S17e
5962,Antminer S17
5963,SXE 1839 chip
5965,PSU
5966,T15
5967,S17+
5968,T17
5969,heatsink
5970,power supply
5971,hashboards
5973,control board
5974,Avalon 821
5975,Avalon 841
5976,Avalon 851
5977,MM board (control board)
5978,24M clock circuit
5979,small heat sink
5980,Avalon 1166 Pro
5981,Cloo
5982,power grid
5983,whatsminer m20
5984,hashboard
5985,Innosilicon T2THF+
5987,power strip
5988,S9
5989,Antminer S9
5990,generic S17 board
5991,Antminer 17 series
5992,S17+
5993,S17Pro
5994,Antminer S17
5997,control board
5998,T17
5999,equipment
6000,immersion cooling systems
6001,hydro miners
6002,Antspaces
6004,temp monitors
6005,security
6006,labor
6007,containers
6008,s19
6009,DC
6010,Innosilicon T2
6012,Whatsminer M21S
6013,S19 Pro
6014,Antminer 17 Series
6015,19 Series Control Board
6017,Antminer L7
6018,A1246
6019,BTC gear
6020,L7's
6021,A1066
6022,GPUs
6023,A1166
6024,miner
6025,wifi modem
6026,Futurebit Apollo miner
6027,Xilinx board (C55)
6028,S19J Pro
6029,AM Logic board
6030,PICkit3
6031,solar array
6032,Bitmain gear
6033,S9
6034,T17
6035,S17
6036,hashboards
6037,power supply
6038,Canaan Avalon 1246
6040,L7s
6041,BTC ASICs
6042,LTC/DOGE ASICs
6043,GPUs
6044,A11 series
6045,A12 series
6046,Antminer s17 pro
6047,AvalonMiner 821
6048,AvalonMiner 841
6049,Raspberry Pi 3 Model B
6050,AUC3
6051,S9
6052,L3
6053,PV solar
6054,rtx 3060
6055,S19Pro
6056,miner
6057,motherboard
6058,ram
6059,raspi 2 b
6060,FutureBit apollo BTC
6061,Compac F
6062,Gekkoscience USB hub
6064,PSU
6065,Avalon 1166 pro miner
6066,hashboard
6067,S9 14T antminer
6068,test fixture
6069,S17+
6070,PSU
6071,Antminer S17e
6072,hash board code editor
6073,Antminer L7 hash board
6074,t17+
6075,Braiins OS+
6076,S19 Pro 110T
6077,GPU
6079,graphic cards
6080,PandaMiner
6081,Lovecore
6082,iBeLink
6083,Goldshell
6084,Ebang
6085,Dragon Mint
6086,Cheetah Miner
6087,Vnish
6088,Hyperbit
6089,Whatsminer
6090,Bitfily
6091,Bitmain
6092,Braiins OS+
6093,InnoSilicon
6094,Todek
6095,StrongU
6096,hot air tool
6097,heat sink
6098,Ribbon Cable
6099,Control Board
6101,control board
6102,Avalon 921
6103,power supply
6104,Canaan Avalon 1246
6105,Antminer L3
6106,s17 pro
6107,a1166
6108,s9 series
6109,s17 series
6110,t17 series
6111,avalon
6112,s17
6113,bitmain Antminer L3+
6114,PSU
6115,APW3++ 1600w psu
6116,laptop
6117,miner
6119,airprotection
6120,pi
6121,Controlboard
6122,Antminer T17
6123,Raspberry Pi
6125,pi3
6126,inland 13 port USB hub
6128,Virgin Media 100Mb Broadband
6129,x10 S9s
6130,ASIC
6131,mining equipment
6132,steel backup
6133,mining hardware
6135,mining equipments
6136,mining units
6137,ltc miners
6138,s9
6139,l3+
6140,btc miners
6141,solar array
6142,m10
6143,S9
6144,Bitmain Antminer U2
6145,Raspberry Pi Model 3 B+
6146,Adapter Plate
6147,Whatsminer M30s
6149,Antminer T15s
6150,APW8
6151,s15
6152,T17s
6153,M21s
6154,3500 watt inverter
6155,home computer
6156,s17
6157,inverter
6158,solar panel
6159,glass mat batteries
6160,400 watt panels
6161,Coinbase
6162,PC modular Power Supply
6163,s5
6164,s19
6165,Canaan units
6166,GPU
6167,heatsink
6169,hashboard
6170,XP
6171,ASIC miners
6172,M30
6175,T17
6176,S9i
6177,S9
6178,NAND
6180,Slush Pool
6181,Braiins OS+
6182,S9j
6183,Windows
6184,PC/Laptop
6185,USB Hub
6186,Gekko Newpac
6187,400amp 600v feed
6188,control board
6189,BraiinsOS
6191,S9
6192,S9i
6193,CompacF driver
6194,power generation
6195,Siberian hydroelectric power plants
6196,distribution
6198,Denon avr
6199,Marantz home theater avr
6200,surge protector
6201,S19 machines
6202,S9 models
6203,dehumidifiers
6204,mining machines
6205,immersion kit
6206,immersion cooling system
6207,Controll board
6208,S17 PRO
6210,Braiins firmware
6211,Stock firmware
6212,a1246-85t
6213,S17 c55 controlboard
6214,S19 J pro
6216,Sandisk
6217,CP210x
6218,Amlogic
6219,T17-40TH
6220,Antminer S19
6221,Nvidia 3090 ti
6222,memory
6223,CPU
6224,GPU
6225,control board
6227,portable power bank
6228,S19 Pro
6229,T17 improved
6230,heatsinks
6232,Mining Farm
6233,PDUs
6234,APW3++
6235,1126 pro
6237,S19 Pro 100T
6238,Raspi 3B
6239,Antminer S9
6240,S17PRO
6241,Braiin's software
6242,hashboard
6243,hashboard
6245,s19j pro
6246,Antminer s19 pro
6247,solar power generation
6248,Antminer S19 Pro
6249,3 boards
6250,graphics cards
6251,Avalon 1246
6252,hashboard
6254,GPU
6255,S9i miner
6256,PSU
6257,lead
6258,power meter
6259,flux
6260,metal 'brillo pad'
6261,brains OS
6262,S17 PRO
6263,alternative energy sources
6264,asic miner
6265,Ebang Ebit E9.3
6266,heat sinks
6267,power supply
6268,control board
6270,ASIC miner
6271,core node
6272,umbrel OS
6273,desktop
6274,A120
6275,Avalon 1246 85th
6276,ASIC miner GekkoScience Compac F USB miner
6277,mining equipment
6278,Avalon 1246
6279,PSU
6280,ANTMINER S9
6281,S19 Pro 110TH
6282,842
6283,400 series
6284,1200 series
6285,Bitmain S19pro
6286,900 series
6287,1000 series
6288,1100 series
6289,700 series
6290,800 series
6291,Braiins
6292,EVGA SuperNOVA 1000 T2
6293,hash boards
6294,80+ TITANIUM 1000W
6295,Antminer S9
6296,S9 miners
6297,Bitmain
6298,ASIC-based miners
6299,gemini
6300,mining hardware
6301,Bitmain
6302,CANAAN
6303,105PH
6304,1ph
6305,hash boards
6306,stock firmware
6307,old autotune 2017 02 2019 FW
6308,BrainsOS+
6309,PSU
6310,remote s9 miners
6311,13a fuses
6312,s9 miner
6313,AISEN A1 PRO 21T LOVEMINER
6314,hashboard
6315,Antminer u2
6316,s9s
6317,GPU farm
6318,S9 units
6319,VPS
6320,node
6321,Avalon 8
6322,Avalon 821
6323,control card
6324,PSU
6325,solar panels
6327,solar array
6328,GekkoScience Compac F USB miner
6329,Canaan A851
6330,antminer z9
6331,1166
6332,Avalon 1166pro
6333,S19 Pro
6334,control board
6335,GekkoScience Terminus R606
6336,win 7 build
6337,amd 2700
6338,ssd
6339,32gb ram
6340,cpu
6341,gpu
6343,LDO
6344,STASIC hashboard tester
6345,Antminer T17
6346,avalon 1166pro
6347,Dell 2kW server PSU
6348,immersion cooling tank
6349,power supply
6350,Brains OS+ software
6351,s11
6352,s9se
6353,s9k
6354,t17+
6355,s17 pro
6356,Kaspersky
6358,anti-virus software
6360,Node
6361,Local proxy
6362,S9
6363,hashboard
6364,ASIC chip
6365,LDO
6366,miner
6367,Antminer S9
6368,Braiins OS+
6369,PSU
6371,6 Pin PCI-Power plug
6372,avalon 1166pro
6373,PSU3300-01 plus
6374,RockMiner R-Box
6376,Bitmain S19
6377,control board
6378,S9
6379,board
6380,cards
6381,Bitmain units
6382,BTC Antminer
6383,50+ miners
6384,T17+
6385,S9
6386,Antminer 17 series
6387,AntMiner S7
6388,S3
6389,S7
6390,hashboard code editor
6391,hashboard
6392,control board
6393,PIC
6394,capacitors
6395,resistors
6396,PSU
6397,Bisq
6399,pool
6400,R4
6401,Avalon 721
6402,Avalon 1246
6403,Avalon 741
6404,Antminer
6405,Canaan
6406,Avalon machines
6407,Digital Shovel M300 Minipod
6408,GS hub
6409,12v 100Ah batteries
6410,Pi4
6411,batteries
6412,solar panels
6413,3000W inverter
6414,R606 pods
6415,x13 Newpacs
6417,ASIC
6418,Compac F
6419,Antminer s9
6420,CPU
6421,miner
6422,m20s
6423,Avalon 841
6424,S9s
6425,Bitmain Antminer S3
6426,control board
6428,solar panel installation
6429,volt-meters
6430,S9 asic antminers
6431,Bitman T15
6432,USB Drive
6433,miner
6434,wallet
6435,S19J Pro
6436,S19A
6437,S19Pro
6438,S19A Pro
6439,hydro powerplant
6440,gas powerplant
6441,GekkoScience USB Hub
6442,FutureBit ApolloBTC 200W Power Supply
6443,Compac Fs
6444,modem
6445,PC
6446,Remote desktop
6447,Anydesk
6448,AwesomeMiner
6449,Rave OS
6450,windows computer
6453,Graphics Cards
6455,15 th/s farm
6456,antminer s5
6457,PSU3300-03 PLUS 2
6458,PSU3300-03 PLUS
6459,Avalon A1246
6460,Bitcoin mining machines
6461,solar power
6462,Bitcoin mining units
6463,S9
6464,usb hub
6465,compact f's
6466,external hub
6467,ras pi
6468,gekko science hub
6469,CompacF Ferrari
6470,USB stick
6471,Compact F
6472,chip 29
6473,chip
6474,chip 28
6475,hashboard s9 4.21
6476,Rockminer R-box
6477,s17
6478,raspberry pi4
6479,gekkoscience newpac
6480,cgminer
6481,GekkoScience hub
6482,ras pi 4b
6484,ras pi zero
6485,compac F
6486,Avalon A1066
6487,gpu rig
6488,USB stick miner
6489,central processing unit (CPU)
6490,BRAIINS
6492,control board
6495,hashboard
6496,25M clock
6497,T17+ miner
6498,sd card
6499,control board
6500,S9
6501,Hydro modified S19
6502,Tesla Powerwall
6503,Battery bank
6504,S17+
6505,hashboards
6506,BRAIINS software
6507,S19
6508,second hand miners
6509,GPU mining
6510,gear
6511,Rig
6512,BTC
6513,Asic
6514,commercial mine
6515,miner
6516,control boards
6517,L3+
6518,S19APro
6519,s9 miner
6521,Sidehack's CompacF
6522,HDD
6523,PC
6526,asic miner
6527,Raspberry Pi Model 3 B+
6528,Bitmain Antminer U2
6529,S19 XP
6530,Dell monitors
6531,CV1835 Control Board
6533,Avalon A1166
6534,HashBoard 0
6535,S9K asic miner
6536,Compac F miner
6537,S19J
6538,Air Conditioners
6539,miners
6540,Bitmain units
6541,Evaporative cooling pad systems
6542,Canaan Inc
6543,Hut 8 Mining Corp
6544,"Marathon Digital Holdings, Inc"
6545,Cipher Mining Inc
6546,APW12A PSU
6547,miners
6548,APW121215g PSU
6549,Antminer T19
6550,bitcoin miner
6551,A851
6552,computer
6553,Antminer
6554,L3
6555,A8
6556,ASIC servers
6557,APW7
6558,APW3
6559,T17+
6560,hashboard
6561,Avalon A1166
6562,MM3v1
6563,419mining
6564,sidehack
6565,miner
6566,miner
6567,control board
6568,Avalon 1246
6569,hashboard
6571,firmware
6573,Avalon 921
6574,Avalon 851
6575,SHA256 ASIC
6577,cgminer
6578,L3+
6579,ARMv7 Processor
6580,Braiinos
6581,Antminer R4
6582,S19
6583,Whatminers m20/m30
6584,S17+
6585,heatsink
6586,firmware
6587,miner
6588,hashboard
6589,S19j Pro
6590,S19 PRO
6591,S19 Pro
6592,s19Jpro
6593,miner
6594,solar panels
6595,Compaq F
6596,BitcoinCore v0.18.1
6597,2Pac Miner
6598,Bitmain
6599,Canaan Avalon A1166
6600,PSU
6601,S19 90T
6602,Lightning Node
6603,Thinkpad
6604,Gekkoscience Newpac2
6605,shelf
6606,cabling
6607,PDUs
6609,mining account
6610,PC
6611,duct work
6612,metal filters
6616,internet lines
6617,s9 miner
6618,R4
6619,HP 750W Server PSU
6620,Canaan A851
6621,Router
6623,ASIC booster
6624,avalon 1246
6627,control board
6628,hub
6629,worker name
6630,ASIC
6631,Canaan Avalon 1246
6632,S17
6633,motherboard
6634,Avalon Canaan 1246
6635,board
6637,Asic
6638,PSU
6639,miners
6640,AVALON 1126 PRO S
6641,Avalon 1246
6642,miner
6644,PSU
6645,PC
6646,AvalonMiner 1246
6647,s17 pro
6650,multimeter
6652,S9
6653,S9J
6654,Bitmain Antminer S17+
6655,Antminer s9
6656,Avalon 1166
6657,Pi4
6658,M1 Mac Mini
6659,R909 Terminus miner
6660,Gekko Science hub
6661,Compac F USB miner
6662,factory firmware
6663,sd card
6667,S9J miner
6669,GekkoScience Compac F
6670,BHB42651
6671,firmware
6672,S19a Pro
6673,Antminer
6675,Canaan units
6676,solar array
6677,BGA soldering set
6678,Multitester
6679,Antminers
6680,S19APro 110TH
6681,APW12
6682,"APW121215 a,b,c"
6683,APW12A
6684,NEMA 5-20 outlet
6685,skypro
6686,hashboard
6688,control board units
6689,avalon 1166 pro
6690,working psu
6692,erupter
6693,TeraWulfs
6694,"16,000 of TeraWulfs owned miners"
6695,nuclear-powered Nautilus Cryptomine
6696,S19
6697,S9
6698,btc
6699,solar panels
6700,Antminer S19 XP
6701,Antminer S9
6703,immersion cooler
6704,inverter
6705,Antivirus software
6706,Laptop
6707,Router
6708,PC
6710,Bitfury B8
6712,Avalon 1166Pro 81th
6713,hashboard
6714,ASIC
6715,asics
6716,S9
6718,T17e
6719,R909
6720,Gekko Compac-F
6721,BFL jalapeno miner
6723,Asicminer block erupter
6724,Antminer S9 pro
6725,USB Dragon
6726,Zeus
6727,Spoondolies
6728,solar panels
6729,Antminer s9
6730,graphic cards
6731,power bank
6732,Antminer S19 Pro
6735,antminer T15
6736,Macbook
6737,GekkoScience R909
6738,Raspberry Pi
6739,Umbrel
6740,power supply
6741,expensive equipment
6743,S19j Pro
6745,PSU3300-3 PLUS
6746,1166
6747,miner
6748,hashboards
6749,miners
6750,mining machines
6751,SHA256 miners
6752,Scrypt miners
6753,ETH miners
6755,O.E.M. software
6756,Solar Power Plant
6757,GPUs
6758,Ipollo B1L
6759,S19jpro
6760,S17pro
6761,T17+
6762,Bitmain S19 Xp 141T
6763,Innosilicon T3+
6764,Antminer S17+
6765,whatsminer m50
6766,whatsminer m30
6767,Batteries
6768,Solar array
6769,amlogic board
6770,S19XP
6771,hardware wallet
6772,S19j Pro
6773,Beagle Bone Board
6774,hashboards
6775,Antminer T19
6776,Whatsminer M50
6777,S19 J Pro
6781,S9K
6784,LEDs
6790,Physical farm
6791,Mining farm
6792,Miners
6793,Mining rig
6794,Bitmain S9
6795,A851
6796,A921
6797,A741
6798,credit card
6799,computing power
6801,110th
6802,S19 XP
6803,72 Ths
6804,Susquehanna nuclear generation station
6805,Nautilus Cryptomine
6806,Cumulus Coin
6807,S19
6808,S17
6809,Antminer S9
6810,ASICs
6811,s19 miners
6812,BITMAN T17
6813,S9
6814,HP Common Slot PSU
6815,breakout board
6817,nuclear power plant
6819,Solar panels
6820,S15
6821,S19APro
6822,S9
6823,S17
6824,Viabtc pool
6825,S9
6826,SVB bank
6827,4090
6828,s17
6829,s19
6830,s19 90th
6831,Innosilicon T3+ 57th
6832,PSU
6834,S7
6835,S4
6836,S4+
6837,Antminer S9
6838,Avalon 841
6839,innosilicon
6840,R4
6841,S3
6842,A1 Dragon
6843,spondoolies sp10
6844,avalon a4
6845,SP10
6846,Antminer S1
6847,S9j 14.5Th/s
6848,Gekkoscience products
6849,R4s
6850,S9k 13.5Th/s
6851,BM's s5
6852,Gekko Newpac
6855,CompacF
6856,Windows
6858,Innosilicon T3+
6859,S9
6860,S5
6861,Bitmain Antminer T17
6862,Avalons
6863,avalion
6864,ASICs Hardware
6865,S19j Pro
6866,100th machine
6867,mining node
6868,solder
6869,Bitmain S9
6870,hashboards
6871,miners
6872,Power sockets
6873,Hashboard
6874,Innosilicon T3+ 57th
6875,Router
6877,PSU
